-1.4016972,1.1812958,1.0277029
-1.3857083,1.1581435,0.9024995
-1.3700912,1.0805382,0.8142517
-1.3548177,0.9508636,0.76077753
-1.3391386,0.7789451,0.74631
-1.3252795,0.57749724,0.7711316
-1.3062633,0.33991224,0.8318631
-1.2724043,0.11682999,0.88943523
-1.2338359,-0.0010079741,0.8017681
1.7876189,-0.9475684,1.1459746
1.7871051,-1.0495847,1.2154608
1.7798053,-1.1017537,1.2556014
1.7727548,-1.1142347,1.2823057
1.7754285,-1.1099583,1.2839782
1.7696793,-1.1046921,1.2845995
1.7590067,-1.0830941,1.2475765
1.7465625,-1.034378,1.1745291
1.731442,-0.9645959,1.0937426
1.716367,-0.88642955,1.004065
1.7013397,-0.80009645,0.9059306
1.6863599,-0.7060592,0.80002874
1.671424,-0.6050118,0.68728
1.656531,-0.4978764,0.5688298
1.641676,-0.38574064,0.44597602
1.6260067,-0.27110437,0.32146865
1.6100513,-0.15455362,0.19602793
1.5940589,-0.037083387,0.070767224
1.591159,0.439924,0.16486019
1.6065981,0.49460065,0.6893436
1.6508019,0.3953734,1.3926373
1.6931162,0.42017776,1.7335432
1.7301612,0.53551126,1.8209183
1.7625171,0.77878773,1.705487
1.7891245,0.9788439,1.6105633
1.7963732,1.1207175,1.5361056
1.7955992,1.218387,1.3869283
